Title,Address,Price,Beds,Phone
"Montecito Point
4179 3rd Ave, San Diego, CA 92103","4179 3rd Ave, San Diego, CA 92103",No Price,No Bed Info,No Phone
"Vista Verde
1658 S Hiawassee Rd, Orlando, FL 32835","1658 S Hiawassee Rd, Orlando, FL 32835",No Price,No Bed Info,No Phone
"Highlands Viera West
2185 Judge Fran Jamieson Way, Viera, FL 32940","2185 Judge Fran Jamieson Way, Viera, FL 32940",No Price,No Bed Info,No Phone
"Spyglass
8540 Homeplace Dr, Jacksonville, FL 32256","8540 Homeplace Dr, Jacksonville, FL 32256",No Price,No Bed Info,No Phone
"The Turn
14602 N 19th Ave, Phoenix, AZ 85023","14602 N 19th Ave, Phoenix, AZ 85023",No Price,No Bed Info,No Phone
"Indigo West
6101 Raleigh St, Orlando, FL 32835","6101 Raleigh St, Orlando, FL 32835",No Price,No Bed Info,No Phone
"Citi Lights
6151 Mountain Vista St, Henderson, NV 89014","6151 Mountain Vista St, Henderson, NV 89014",No Price,No Bed Info,No Phone
"4200 Paradise
4200 Paradise Rd, Las Vegas, NV 89169","4200 Paradise Rd, Las Vegas, NV 89169",No Price,No Bed Info,No Phone
"The Lookout at Broadmoor
810-816 Oxford Ln, Colorado Springs, CO 80905","810-816 Oxford Ln, Colorado Springs, CO 80905",No Price,No Bed Info,No Phone
"Pullman Lofts
755 Wilson St, Santa Rosa, CA 95401","755 Wilson St, Santa Rosa, CA 95401",No Price,No Bed Info,No Phone
"The Madison
4901 Little Oak Ln, Sacramento, CA 95841","4901 Little Oak Ln, Sacramento, CA 95841",No Price,No Bed Info,No Phone
"Addison at Cherry Creek
9110 E Florida Ave, Denver, CO 80247","9110 E Florida Ave, Denver, CO 80247",No Price,No Bed Info,No Phone
"Montebello Gardens
4414 Montebello Dr, Colorado Springs, CO 80918","4414 Montebello Dr, Colorado Springs, CO 80918",No Price,No Bed Info,No Phone
"View 32 Apartments
10801 N 32nd St, Phoenix, AZ 85028","10801 N 32nd St, Phoenix, AZ 85028",No Price,No Bed Info,No Phone
"The Vivere Lofts
1331 E Katella Ave, Anaheim, CA 92805","1331 E Katella Ave, Anaheim, CA 92805",No Price,No Bed Info,No Phone
"River Gate Townhomes
140 E Whittier Blvd, Montebello, CA 90640","140 E Whittier Blvd, Montebello, CA 90640",No Price,No Bed Info,No Phone
"The Boulders at Lone Mountain
3450 N Hualapai Way, Las Vegas, NV 89129","3450 N Hualapai Way, Las Vegas, NV 89129",No Price,No Bed Info,No Phone
"Ambassador Towers
691 Irolo St, Los Angeles, CA 90005","691 Irolo St, Los Angeles, CA 90005",No Price,No Bed Info,No Phone
"Elan Milano
3634 College Blvd, Oceanside, CA 92056","3634 College Blvd, Oceanside, CA 92056",No Price,No Bed Info,No Phone
"Evergreen Club
9611 Southbrook Dr, Jacksonville, FL 32256","9611 Southbrook Dr, Jacksonville, FL 32256",No Price,No Bed Info,No Phone
"Toscana at Rancho Del Rey
841-855 Regulo Pl, Chula Vista, CA 91910","841-855 Regulo Pl, Chula Vista, CA 91910",No Price,No Bed Info,No Phone
"The Grove At Deerwood
8231 Princeton Sq, Jacksonville, FL 32256","8231 Princeton Sq, Jacksonville, FL 32256",No Price,No Bed Info,No Phone
"Hunters Run
16201 NW Schendel Ave, Beaverton, OR 97006","16201 NW Schendel Ave, Beaverton, OR 97006",No Price,No Bed Info,No Phone
"Summit Apartments
444 E 4th Ave, Escondido, CA 92025","444 E 4th Ave, Escondido, CA 92025",No Price,No Bed Info,No Phone
"Alder Peak Townhomes
11135 E Alameda Ave, Aurora, CO 80012","11135 E Alameda Ave, Aurora, CO 80012",No Price,No Bed Info,No Phone
"Forest Glen
493 Beaumont Glen, Escondido, CA 92026","493 Beaumont Glen, Escondido, CA 92026",No Price,No Bed Info,No Phone
"Elan Cardiff By The Sea
2170 Carol View Dr, Cardiff By The Sea, CA 92007","2170 Carol View Dr, Cardiff By The Sea, CA 92007",No Price,No Bed Info,No Phone
"Summerview Beach Resort Luxury Apartments
15353 Weddington St, Sherman Oaks, CA 91411","15353 Weddington St, Sherman Oaks, CA 91411",No Price,No Bed Info,No Phone
"Santa Maria Studios - Seniors 55+
2660 Santa Maria Way, Santa Maria, CA 93455","2660 Santa Maria Way, Santa Maria, CA 93455",No Price,No Bed Info,No Phone
"Sienna on Sloan's Lake
4015 W 16th Ave, Denver, CO 80204","4015 W 16th Ave, Denver, CO 80204",No Price,No Bed Info,No Phone
"Briarwood Apartments
351 E Monte Vista Ave, Turlock, CA 95382","351 E Monte Vista Ave, Turlock, CA 95382",No Price,No Bed Info,No Phone
"900 F Street
900 F St, San Diego, CA 92101","900 F St, San Diego, CA 92101",No Price,No Bed Info,No Phone
"Stonebridge Apartments
2800 Braden Drive Ave, Modesto, CA 95356","2800 Braden Drive Ave, Modesto, CA 95356",No Price,No Bed Info,No Phone
"Market Street Village
699 14th St, San Diego, CA 92101","699 14th St, San Diego, CA 92101",No Price,No Bed Info,No Phone
"Nest on Osage
4990 Osage Dr, Boulder, CO 80303","4990 Osage Dr, Boulder, CO 80303",No Price,No Bed Info,No Phone
"Parco Apartments
800 B Ave, National City, CA 91950","800 B Ave, National City, CA 91950",No Price,No Bed Info,No Phone
"Pacific Cove
4025 Oakcrest Dr, San Diego, CA 92105","4025 Oakcrest Dr, San Diego, CA 92105",No Price,No Bed Info,No Phone
"Elan Overlook Laguna Apartments
102 Calais St, Laguna Niguel, CA 92677","102 Calais St, Laguna Niguel, CA 92677",No Price,No Bed Info,No Phone
"Tradition
1901 Cassia Rd, Carlsbad, CA 92011","1901 Cassia Rd, Carlsbad, CA 92011",No Price,No Bed Info,No Phone
"Mission Hills Commons
4021 Falcon St, San Diego, CA 92103","4021 Falcon St, San Diego, CA 92103",No Price,No Bed Info,No Phone
"Terraces at La Jolla Village
8861 Villa La Jolla Dr, La Jolla, CA 92037","8861 Villa La Jolla Dr, La Jolla, CA 92037",No Price,No Bed Info,No Phone
"Stonegate Apartments
1451 W Center St, Manteca, CA 95337","1451 W Center St, Manteca, CA 95337",No Price,No Bed Info,No Phone
"Coastal Village Apartments
2250 E Pleasant Valley Rd, Oxnard, CA 93033","2250 E Pleasant Valley Rd, Oxnard, CA 93033",No Price,No Bed Info,No Phone
"Ventura Beach Resort Luxury Apartments
1241 Petit Ave, Ventura, CA 93004","1241 Petit Ave, Ventura, CA 93004",No Price,No Bed Info,No Phone
"The Redwoods Apartments
2809 Yosemite Blvd, Modesto, CA 95354","2809 Yosemite Blvd, Modesto, CA 95354",No Price,No Bed Info,No Phone
"Ash Street Apartments
1170 Ash St, Denver, CO 80220","1170 Ash St, Denver, CO 80220",No Price,No Bed Info,No Phone
"Brentwood Village Apartments
303 Wayside Dr, Turlock, CA 95380","303 Wayside Dr, Turlock, CA 95380",No Price,No Bed Info,No Phone
"Dry Creek Village Apartments
2521 Miller Ave, Modesto, CA 95354","2521 Miller Ave, Modesto, CA 95354",No Price,No Bed Info,No Phone
"Talus - All utilities included
10810 Rail Way, Lone Tree, CO 80124","10810 Rail Way, Lone Tree, CO 80124",No Price,No Bed Info,No Phone
"Oakland Station Senior
1428 105th Ave, Oakland, CA 94603","1428 105th Ave, Oakland, CA 94603",No Price,No Bed Info,No Phone
"Thornbridge Apartments
5210 Monterey Hwy, San Jose, CA 95111","5210 Monterey Hwy, San Jose, CA 95111",No Price,No Bed Info,No Phone
"Nest on Thunderbird
4917 Thunderbird Dr, Boulder, CO 80303","4917 Thunderbird Dr, Boulder, CO 80303",No Price,No Bed Info,No Phone
"The Edmond at Hacienda
5280 W Hacienda Ave, Las Vegas, NV 89118","5280 W Hacienda Ave, Las Vegas, NV 89118",No Price,No Bed Info,No Phone
"Brook Creek
4937 W Myrtle Ave, Glendale, AZ 85301","4937 W Myrtle Ave, Glendale, AZ 85301",No Price,No Bed Info,No Phone
"Elan Sandcastle Shores
315-395 Walnut Ave, Carlsbad, CA 92008","315-395 Walnut Ave, Carlsbad, CA 92008",No Price,No Bed Info,No Phone
"Buccaneer Trace
55 E Deerwood Rd, Savannah, GA 31410","55 E Deerwood Rd, Savannah, GA 31410",No Price,No Bed Info,No Phone
"Manzanita Gate
2475 Robb Dr, Reno, NV 89523","2475 Robb Dr, Reno, NV 89523",No Price,No Bed Info,No Phone
"The Pearl at St. Rose
10250 Spencer St, Las Vegas, NV 89183","10250 Spencer St, Las Vegas, NV 89183",No Price,No Bed Info,No Phone
"Elan Park Place Carlsbad
2605 Jefferson St, Carlsbad, CA 92008","2605 Jefferson St, Carlsbad, CA 92008",No Price,No Bed Info,No Phone
"Pointe Grand
75 Lake Pointe Dr, Kingsland, GA 31548","75 Lake Pointe Dr, Kingsland, GA 31548",No Price,No Bed Info,No Phone
"1430 Q Apartments
1430 Q St, Sacramento, CA 95811","1430 Q St, Sacramento, CA 95811",No Price,No Bed Info,No Phone
"Elan Village North
854 Vine St, Oceanside, CA 92054","854 Vine St, Oceanside, CA 92054",No Price,No Bed Info,No Phone
"Twin Palms
1101 S Sycamore St, Mesa, AZ 85202","1101 S Sycamore St, Mesa, AZ 85202",No Price,No Bed Info,No Phone
"Presidio Townhomes
2726 W Lincoln Ave, Anaheim, CA 92801","2726 W Lincoln Ave, Anaheim, CA 92801",No Price,No Bed Info,No Phone
"Terraces at Toscana
5412 Sepulveda Blvd, Sherman Oaks, CA 91411","5412 Sepulveda Blvd, Sherman Oaks, CA 91411",No Price,No Bed Info,No Phone
"Yacht Harbor Club
11505 NE Yacht Harbor Dr, Portland, OR 97217","11505 NE Yacht Harbor Dr, Portland, OR 97217",No Price,No Bed Info,No Phone
"Cadence
2005 N Williams Ave, Portland, OR 97227","2005 N Williams Ave, Portland, OR 97227",No Price,No Bed Info,No Phone
"Elan Shadowridge Meadows
1515 S Melrose Dr, Vista, CA 92081","1515 S Melrose Dr, Vista, CA 92081",No Price,No Bed Info,No Phone
"Elan Beachpointe Carlsbad
1000 Chinquapin Ave, Carlsbad, CA 92008","1000 Chinquapin Ave, Carlsbad, CA 92008",No Price,No Bed Info,No Phone
"Prescott Lakes Senior Apartments
2105 Blooming Hills Dr, Prescott, AZ 86301","2105 Blooming Hills Dr, Prescott, AZ 86301",No Price,No Bed Info,No Phone
"Weddington
15370 Weddington St, Sherman Oaks, CA 91411","15370 Weddington St, Sherman Oaks, CA 91411",No Price,No Bed Info,No Phone
"Resort at The Lakes
9999 W Katie Ave, Las Vegas, NV 89147","9999 W Katie Ave, Las Vegas, NV 89147",No Price,No Bed Info,No Phone
"Array
14027 Lake City Way NE, Seattle, WA 98125","14027 Lake City Way NE, Seattle, WA 98125",No Price,No Bed Info,No Phone
"Esplanade
8777 W Maule Ave, Las Vegas, NV 89148","8777 W Maule Ave, Las Vegas, NV 89148",No Price,No Bed Info,No Phone
"Eaton Street Apartments
8877 Eaton St, Westminster, CO 80031","8877 Eaton St, Westminster, CO 80031",No Price,No Bed Info,No Phone
"Resort at Coronado Ranch
7777 S Jones Blvd, Las Vegas, NV 89139","7777 S Jones Blvd, Las Vegas, NV 89139",No Price,No Bed Info,No Phone
"Lumine
2665-2805 28th St, Boulder, CO 80301","2665-2805 28th St, Boulder, CO 80301",No Price,No Bed Info,No Phone
"Sorrento Apartments
901 S Dobson Rd, Mesa, AZ 85202","901 S Dobson Rd, Mesa, AZ 85202",No Price,No Bed Info,No Phone
"Villas at Sunrise Mountain
6360 E Sahara Ave, Las Vegas, NV 89142","6360 E Sahara Ave, Las Vegas, NV 89142",No Price,No Bed Info,No Phone
"Rosemeade at Olympus Pointe
1451 Rocky Ridge Dr, Roseville, CA 95661","1451 Rocky Ridge Dr, Roseville, CA 95661",No Price,No Bed Info,No Phone
"Stone Ridge Apartments
12840-12854 Mapleview St, Lakeside, CA 92040","12840-12854 Mapleview St, Lakeside, CA 92040",No Price,No Bed Info,No Phone
"University Plaza
5469 N Cedar Ave, Fresno, CA 93710","5469 N Cedar Ave, Fresno, CA 93710",No Price,No Bed Info,No Phone
"Holtville Garden Senior Apartments
950 Holt Ave, Holtville, CA 92250","950 Holt Ave, Holtville, CA 92250",No Price,No Bed Info,No Phone
"The Vivere Flats
1725 S Auburn Way, Anaheim, CA 92805","1725 S Auburn Way, Anaheim, CA 92805",No Price,No Bed Info,No Phone
"Village at Henderson
1711 W Henderson Ave, Porterville, CA 93257","1711 W Henderson Ave, Porterville, CA 93257",No Price,No Bed Info,No Phone
"Portofino
500 Loveridge Cir, Pittsburg, CA 94565","500 Loveridge Cir, Pittsburg, CA 94565",No Price,No Bed Info,No Phone
"Pinewood
1000 Pine Ave, Redlands, CA 92373","1000 Pine Ave, Redlands, CA 92373",No Price,No Bed Info,No Phone
"The Paseos at Montclair North
4914 Olive St, Montclair, CA 91763","4914 Olive St, Montclair, CA 91763",No Price,No Bed Info,No Phone
"NOVO Apartments
1940 Fullerton Rd, Rowland Heights, CA 91748","1940 Fullerton Rd, Rowland Heights, CA 91748",No Price,No Bed Info,No Phone
"Vela Apartments
7847 Mission Gorge Rd, Santee, CA 92071","7847 Mission Gorge Rd, Santee, CA 92071",No Price,No Bed Info,No Phone
"Silver Oak Apartments
567 Canyon Dr, Oceanside, CA 92054","567 Canyon Dr, Oceanside, CA 92054",No Price,No Bed Info,No Phone
"Wright Senior Apartments
1104 S Carrier Pkwy, Grand Prairie, TX 75051","1104 S Carrier Pkwy, Grand Prairie, TX 75051",No Price,No Bed Info,No Phone
"The Homes of Mountain Creek
1350 Skyline Rd, Grand Prairie, TX 75051","1350 Skyline Rd, Grand Prairie, TX 75051",No Price,No Bed Info,No Phone
"The Arbor Collection
5514-5564 N 10th St, Fresno, CA 93710","5514-5564 N 10th St, Fresno, CA 93710",No Price,No Bed Info,No Phone
"The Ellipse
3705 Canfield St, Boulder, CO 80301","3705 Canfield St, Boulder, CO 80301",No Price,No Bed Info,No Phone
"Camden Park
525 Camden Ave, El Cajon, CA 92020","525 Camden Ave, El Cajon, CA 92020",No Price,No Bed Info,No Phone
"Ledges on 29th
2810 29th St, Boulder, CO 80301","2810 29th St, Boulder, CO 80301",No Price,No Bed Info,No Phone
"Shadow Canyon
3030 W Acacia Ave, Hemet, CA 92545","3030 W Acacia Ave, Hemet, CA 92545",No Price,No Bed Info,No Phone
"Maison's Heights
43469 Bravo Ln, Lancaster, CA 93535","43469 Bravo Ln, Lancaster, CA 93535",No Price,No Bed Info,No Phone
"Metro East Senior Park 62+
2222 E 1st St, Santa Ana, CA 92705","2222 E 1st St, Santa Ana, CA 92705",No Price,No Bed Info,No Phone
"University Station Senior
1881 Buchtel Blvd, Denver, CO 80210","1881 Buchtel Blvd, Denver, CO 80210",No Price,No Bed Info,No Phone
"Redwood Square Apartments
4400 Elkhorn Blvd, Sacramento, CA 95842","4400 Elkhorn Blvd, Sacramento, CA 95842",No Price,No Bed Info,No Phone
"The Northwest Apartments
13741 Vispo Way, Broomfield, CO 80020","13741 Vispo Way, Broomfield, CO 80020",No Price,No Bed Info,No Phone
"MacArthur Studio
4311 MacArthur Blvd, Oakland, CA 94619","4311 MacArthur Blvd, Oakland, CA 94619",No Price,No Bed Info,No Phone
"Fiddyment Apartments
2700 N Hayden Pky, Roseville, CA 95747","2700 N Hayden Pky, Roseville, CA 95747",No Price,No Bed Info,No Phone
"Aviara
1385 W College Ave, Santa Rosa, CA 95401","1385 W College Ave, Santa Rosa, CA 95401",No Price,No Bed Info,No Phone
"The Willows
865 W Gettysburg Ave, Clovis, CA 93612","865 W Gettysburg Ave, Clovis, CA 93612",No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
,No Address,No Price,No Bed Info,No Phone
