MuiTypography-root,MuiButtonBase-root,MuiButtonBase-root (2),MuiTypography-root (2),MuiTypography-root (3),css-jujo3e,MuiTypography-root (4),MuiTypography-root (5),MuiTypography-root (6),MuiButtonBase-root href,MuiButtonBase-root (3),css-1001lr2 src,css-1001lr2 src (2),css-1001lr2 src (3),css-1001lr2 src (4),css-1001lr2 src (5),css-1001lr2 src (6),css-1001lr2 src (7),css-1001lr2 src (8),css-1001lr2 src (9),css-1001lr2 src (10),css-1001lr2 src (11),css-1001lr2 src (12),css-1001lr2 src (13),css-1001lr2 src (14),css-1001lr2 src (15),css-1001lr2 src (16),css-1001lr2 src (17),css-1001lr2 src (18),css-1001lr2 src (19),css-1qiqrfm,css-jujo3e (2),css-1001lr2 src (20),css-1001lr2 src (21),MuiTypography-root (7),MuiTypography-root (8),css-1001lr2 src (22),css-1001lr2 src (23),css-1001lr2 src (24),css-1001lr2 src (25),css-1001lr2 src (26),css-1001lr2 src (27),css-1001lr2 src (28),css-jujo3e (3),css-1001lr2 src (29),css-1001lr2 src (30),css-1001lr2 src (31),css-1001lr2 src (32),css-1001lr2 src (33),css-1001lr2 src (34),css-1001lr2 src (35),css-1001lr2 src (36),css-1001lr2 src (37),css-1001lr2 src (38),css-1001lr2 src (39),css-1001lr2 src (40),css-1001lr2 src (41),css-1001lr2 src (42),css-1001lr2 src (43)
Gables Sugarloaf,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$1,300 ",https://www.gables.com/community/528509,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528509/GA_Duluth_SugarloafGables_p0538121_02_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N75_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N97_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N95_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N94_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N83_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N90_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N89_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N92_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N91_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N88_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N87_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N79_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N85_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N81_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N80_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N78_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/20732_N82_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/playground.jpg,1 | 21,",",https://cdn.rentcafe.com/dmslivecafe/3/528509/_DSC7667.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528509/_DSC7651.jpg,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
The Enclave,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$1,400 ",https://www.gables.com/community/528487,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528487/FL_Jacksonville_TheEnclave_p0538099_04_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/20245_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Patio.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Office.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/5Gym.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Model.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Model(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/9%20Model%20BR.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Model(2).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/Clubhouse.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/13%20Billiards.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/14%20Enclave%20Sign.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528487/GettyImages-470166788.jpg,,,,,1 | 15,",",,,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Baldwin Park,Directions,Call,Other Floor Plan Options,Studio,,,,,https://www.gables.com/community/10000000099930,View Community,https://images.contentstack.io/v3/assets/blte729c2e09de05641/blt96e9101843eda9b1/662a8e3dfb977c6c3436c3a1/Gables_Residential_Baldwin_Park_Draft_C3-0420.jpg,https://images.contentstack.io/v3/assets/blte729c2e09de05641/blt637cbcdeb8df946f/662a8ebcfb977c453036c3a7/Gables_Residential_Baldwin_Park_Draft_C1-0420.jpg,https://images.contentstack.io/v3/assets/blte729c2e09de05641/blta49be58fa705027d/662a8f0be7ce959805deb3f9/Gables_Residential_Baldwin_Park_Draft_C2-0420.jpg,https://images.contentstack.io/v3/assets/blte729c2e09de05641/blt39f6015bee66cdcd/662a8f1824e1812e48acf883/Gables_Residential_Baldwin_Park_Draft_C5-0420.jpg,,,,,,,,,,,,,,,,1 | 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gables Vista,Directions,Call,Available Floor Plans,Studio,",",1 Bedroom,Starting from,"$1,470 ",https://www.gables.com/community/1161649,View Community,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Kitchen%20and%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Kitchen%20and%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Kitchen%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Bedroom%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Bathroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Living%20Room%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Model%20Bedroom%203.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Club%20Room%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Club%20Room%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Lounge.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Gym.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Pilates%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Conference%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/gables%20vista%20pool.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Rooftop%20Pool%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Rooftop%20Seating.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Grills%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Outdoor%20Firepit.jpg,1 | 26,",",https://cdn.rentcafe.com/dmslivecafe/3/1161649/Dog%20Park.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/Lobby.jpg,2 Bedroom,,https://cdn.rentcafe.com/dmslivecafe/3/1161649/534-2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/534-6.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/534-15.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/1030-1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/1161649/1030-4.jpg,,,,,,,,,,,,,,,,,,
Gables Cherry Creek,Directions,Call,Available Floor Plans,Studio,",",1 Bedroom,Starting from,"$1,539 ",https://www.gables.com/community/528440,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528440/CO_Denver_CherryCreekGables_p0538052_02_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Gables6540-Edit.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Rooftop%20Hot%20tub.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Rooftop%20Pool.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Model%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Model%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Gables0820-H-Edit.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Model%20Patio.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Model%20Bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Model%20Bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Demo%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Club%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Theater.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Fitness%20Center.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Gables2684-Edit-2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Pet%20Spa.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Grills.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Gables2667_sm.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Mail%20Room.jpg,1 | 21,",",https://cdn.rentcafe.com/dmslivecafe/3/528440/Lobby.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528440/Front%20Entrance.jpg,2 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Residences,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$2,277 ",https://www.gables.com/community/873391,View Community,https://cdn.rentcafe.com/dmslivecafe/3/873391/Lobby%20Space.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Lobby%20Space.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Model%20Dining%20and%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Model%20Dining%20and%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Model%20living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Model%20Bedroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/bathroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Den%20and%20laundry%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Rooftop%20Pool(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Outdoor%20Rooftop%20Lounge.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Club%20Room(10).jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Club%20Room(8).jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Pool%20Table.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/WiFi%20Cafe.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Fitness%20Center(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Fitness%20Center%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Media%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Courtyard%20Corn%20Hole.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Grills.jpg,1 | 21,,https://cdn.rentcafe.com/dmslivecafe/3/873391/Putting%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/873391/Gables%20Residences%20Exterior.jpg,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Montecito,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$2,195 ",https://www.gables.com/community/528455,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528455/FL_PalmBeachGardens_MontecitoGablesMontecito_p0538067_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Pool%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Pool%203.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Outdoor%20Grills.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Tennis%20Court.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Lobby%20and%20leasing%20office.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Pool%20Table.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Conference%20Room%20Lounge.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Gym%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Gym%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Gym%203.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Model%20Living%20and%20Dining%20Room%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Kitchen%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Bedroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Bathroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Living%20Room%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Living%20Room%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Kitchen%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528455/Bedroom%202.jpg,1 | 19,",",,,3 Bedroom,,,,,,,,,",",,,,,,,,,,,,,,,
Gables Palma Vista,Directions,Call,Available Floor Plans,2 Bedroom,",",3 Bedroom,Starting from,"$2,790 ",https://www.gables.com/community/528528,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528528/FL_BocaRaton_PalmaVista_p0538140_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Swimming_Pool_1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Exterior_2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Model%20Living%20Room%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Model%20Kitchen%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Model%20Living%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Model%20Bedroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Model%20Bathroom%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Lobby_1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Lobby_2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Fitness_Center_1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Fitness_Center_2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Swimming_Pool_2.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Swimming_Pool_3.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Grilling_Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Outdoor_Seating.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Outdoor%20Seating%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Sport_Court_1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Sport_Court_2.jpg,1 | 23,",",https://cdn.rentcafe.com/dmslivecafe/3/528528/Kid_Park.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Fountain_Space.jpg,4 Bedroom,,https://cdn.rentcafe.com/dmslivecafe/3/528528/Exterior_1.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528528/Monument%20Sign.jpg,,,,,,,,,,,,,,,,,,,,,
Gables Town Colony,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$2,040 ",https://www.gables.com/community/528453,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528453/FL_BocaRaton_TownColonyGables_p0538065_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Pool%20A.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/OUtdoor%20Lounge.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/OUtdoor%20Lounge(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Living%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/Club%20Room%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/Wi-Fi%20Cafe.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/Outdoor%20Grills.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Pool%20B.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Pool%20C.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/TC%20Pool%20D.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/Walkways.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528453/Office.jpg,,,1 | 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gables Boca Place,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$1,930 ",https://www.gables.com/community/528452,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528452/FL_BocaRaton_BocaPlaceGables_p0538064_02_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Pool.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Pool%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/CDF4249D-01DD-4063-909F-313529C40B83-enhancement.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Dining%20and%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Patio.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Closet.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Model%20Bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/TH%20bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/TH%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/TH%20Living%20and%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Fitness%20Center.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Fitness%20Center%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Grill%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Picnic%20Table.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Pathway.jpg,1 | 21,",",https://cdn.rentcafe.com/dmslivecafe/3/528452/Leasing%20office%20exterior.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528452/Monument%20Sign.jpg,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Town Place,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$1,911 ",https://www.gables.com/community/528454,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528454/FL_BocaRaton_TownPlaceGables_p0538066_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20living.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20living%20and%20kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Model%20patio.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Lobby%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Business%20Center.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Club%20Room%20A.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Club%20Room%20B.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Conference%20Room%20A.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Fitness%20Center%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Fitness%20Center%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Indoor%20Court.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Pool.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Pool%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Outdoor%20%20Grills.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20Outdoor%20Ping%20Pong.jpg,1 | 20,",",https://cdn.rentcafe.com/dmslivecafe/3/528454/Gables%20Town%20Place%20tennis%20court.jpg,,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Columbus Center,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$3,512 ",https://www.gables.com/community/686272,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/686272/FL_CoralGables_GablesColumbusCenter_p0695205_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/GablesColumbusCenterExterior.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N62_medium.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N63_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N72_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N69_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N68_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N70_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N64_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N76_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N73_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N74_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/Photo-tag.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N31_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N42_website_cropped.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N29_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N23_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N28_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N7_website_photoshopped.jpg,1 | 21,",",https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N8_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/686272/02_N10_website.jpg,3 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,
Gables Ponce,Directions,Call,Available Floor Plans,Studio,",",1 Bedroom,Starting from,"$2,541 ",https://www.gables.com/community/528438,View Community,"https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528438/FL_CoralGables_PonceGables_p0538050_522de0e24926c653jpg1285x1000q75cropsmartsubsampling2_5_Thumbnail.jpg?crop=(0,0,300,209.9999999999998)&cropxunits=300&cropyunits=210",https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N255_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Living%20Area.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Patio.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Model%20Bathroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Pool%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Pool%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N2_medium.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N162_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Gym%201.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/Gym%202.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N16_medium.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N17_medium.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N44_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N256_website.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528438/10257_N39_website.jpg,1 | 19,",",,,2 Bedroom,,,,,,,,,",",,,,,,,,,,,,,,,
Gables Centerpointe,Directions,Call,Available Floor Plans,1 Bedroom,",",2 Bedroom,Starting from,"$2,195 ",https://www.gables.com/community/528451,View Community,https://cdngeneralcf.rentcafe.com/dmslivecafe/3/528451/VA_Fairfax_CenterpointeGables_p0538063_01_5_Thumbnail.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Living%20Room.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Living%20and%20Dining%20Room(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Kitchen(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Kitchen.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Kitchen(2).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Bedroom(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Model%20Bedroom.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Gym.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Lounge.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior(3).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior(1).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Gables%20Centerpointe%2010.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior.jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior(2).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior(4).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Exterior(5).jpg,https://cdn.rentcafe.com/dmslivecafe/3/528451/Gables%20Centerpointe%2014.jpg,,1 | 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
